battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
715,1,2.8,1,18,0,45,1.0,94,2,0,1209,1218,420,6,7,6,1,1,0,1
1447,1,2.0,1,18,1,49,0.7,126,4,0,47,550,3340,17,15,14,1,1,0,1
514,1,1.1,0,14,1,62,1.0,164,3,6,1409,1117,2328,17,10,7,1,1,1,1
1680,1,2.2,0,13,1,58,0.4,125,6,4,1231,891,1402,5,17,10,0,1,1,2
1784,1,2.0,1,0,1,22,0.7,137,6,13,1180,1195,384,13,3,8,0,0,0,1
1680,0,1.8,0,15,1,19,0.3,174,5,14,1248,1022,3120,14,0,14,0,1,0,2
546,0,2.9,0,9,0,36,0.3,150,5,16,1167,1007,1913,7,0,6,1,0,0,1
823,1,2.2,0,18,0,21,0.6,160,2,17,1442,853,3874,13,13,17,1,1,1,2
1343,0,1.4,0,2,0,16,0.4,199,6,6,1134,1366,1273,8,3,5,0,1,0,1
629,0,2.5,0,4,0,6,0.3,162,5,17,1853,1472,850,14,10,6,0,0,1,1
1934,0,2.7,1,8,0,14,0.3,118,3,18,874,1918,1588,10,17,7,1,1,0,2
594,1,0.8,0,17,1,52,0.1,82,7,19,1897,1455,2739,17,15,5,1,0,0,2
1126,0,1.0,0,10,0,13,0.7,109,7,6,1488,595,437,11,16,2,0,1,1,1
1254,1,1.0,0,15,1,63,0.5,114,7,7,131,605,1867,14,1,18,1,0,0,1
1815,0,2.2,1,1,0,56,0.2,136,5,12,624,1177,2919,18,3,10,0,0,1,2
1293,1,2.0,1,11,1,22,0.3,108,6,17,1859,1012,999,10,2,17,0,1,1,2
1806,0,2.0,1,5,1,38,0.2,129,7,10,600,1765,2094,5,14,3,1,0,0,2
568,1,2.9,0,10,1,7,0.7,141,1,8,672,1355,2346,10,1,12,0,0,0,1
510,1,2.4,1,7,0,8,0.2,131,4,0,333,1289,2707,15,8,6,0,1,1,1
1777,0,0.8,1,11,0,27,0.8,197,6,7,1943,1014,2208,18,9,14,1,1,1,3
1371,1,1.4,1,1,0,43,0.1,93,3,11,1098,1397,860,10,4,18,0,1,1,1
1049,1,1.6,1,8,0,49,0.3,114,6,1,1816,1584,2959,9,13,16,0,0,0,2
1657,1,1.5,0,14,1,9,0.9,107,3,14,1435,1939,2045,7,9,13,1,0,0,2
1211,1,2.2,1,1,1,10,0.7,137,6,17,1542,1507,1869,14,15,7,1,0,0,2
522,1,2.7,1,0,1,28,0.2,109,7,16,1648,1817,518,7,5,14,0,1,0,1
1314,1,1.3,0,9,1,5,0.8,169,4,14,35,1236,2373,15,7,19,0,1,1,1
845,1,1.9,0,1,0,22,0.5,86,4,19,777,801,916,14,1,16,1,0,1,1
801,1,2.5,1,11,1,32,0.9,118,3,19,1648,1693,1571,17,17,16,1,1,1,1
862,0,1.5,0,7,0,22,0.6,174,6,8,1827,1145,3541,11,7,9,0,1,0,2
895,0,0.9,1,4,1,41,0.7,148,4,2,222,1564,3175,12,4,15,0,1,0,1
717,1,1.7,0,0,1,26,1.0,114,2,19,1746,730,1077,18,16,8,0,1,0,1
640,1,0.6,0,14,1,40,0.3,193,6,18,529,1932,2450,7,15,15,0,1,1,1
1457,0,2.9,1,5,0,16,0.7,190,4,17,240,1237,2328,7,4,6,1,0,1,1
1733,0,0.7,0,11,0,54,0.5,131,1,19,133,1496,1602,11,16,16,1,0,1,1
1484,0,1.6,1,7,1,36,0.1,93,1,7,1755,796,2275,14,3,16,1,1,1,2
1492,1,1.8,0,12,1,50,0.1,142,2,0,390,954,3436,16,0,5,1,1,0,2
1327,0,3.0,1,18,1,44,0.2,115,4,14,101,1580,2996,11,5,2,0,0,0,1
1182,1,0.9,0,0,0,42,0.7,170,1,18,1675,1441,2554,15,0,18,1,0,0,2
1983,1,0.8,0,10,0,38,0.6,103,7,9,680,739,2785,13,3,2,0,0,1,2
1503,0,0.5,0,19,0,58,0.6,119,6,11,497,1699,3018,18,1,17,0,0,1,2
855,1,0.9,0,0,1,43,0.1,108,5,5,510,1586,1071,10,12,14,1,0,1,0
1507,1,1.0,0,7,0,48,0.5,132,4,12,702,1050,937,17,13,19,1,1,1,1
1847,1,2.1,1,4,1,29,0.9,188,2,3,993,637,2478,11,16,11,0,0,0,2
1656,1,1.0,0,16,0,62,0.5,101,4,12,1560,953,3674,15,10,19,1,0,0,3
1387,0,0.6,1,7,1,15,0.7,151,3,16,948,1972,1449,14,2,18,0,0,1,1
626,0,2.6,1,9,1,5,0.8,94,3,0,1568,1749,257,5,6,10,0,0,0,1
1629,1,1.4,1,1,0,54,0.8,192,1,4,1366,942,3973,11,9,15,1,1,1,3
1508,1,1.4,0,8,1,21,0.6,148,3,16,840,1729,894,6,10,14,0,1,1,1
1103,0,1.3,1,2,1,35,0.9,195,2,17,5,526,3885,11,9,15,1,0,1,1
1901,1,2.9,0,17,1,13,0.5,143,1,6,957,956,3009,7,7,12,1,0,1,2
1513,0,0.9,1,6,0,34,0.9,83,2,15,193,1194,2665,13,4,14,1,1,1,1
550,1,2.7,1,14,1,25,0.3,154,6,7,741,1209,3623,17,1,18,0,0,0,1
1552,1,2.4,1,19,0,21,0.4,97,2,11,1160,1348,2873,9,14,4,1,0,0,2
1985,0,0.7,1,17,0,6,0.1,121,3,13,1858,1448,845,11,15,2,0,1,0,2
1819,0,3.0,1,2,1,39,0.8,192,6,18,911,606,457,12,3,6,1,1,0,1
1820,0,1.2,0,13,0,31,0.5,109,3,10,472,943,1260,17,15,14,0,0,0,1
1278,0,0.7,1,1,1,25,0.3,94,2,11,215,535,1568,16,11,6,0,0,0,1
1930,1,2.6,1,13,0,44,0.3,149,3,12,1372,1096,2281,6,13,6,0,1,1,2
1313,0,2.3,0,10,1,41,0.9,134,3,7,875,654,3389,15,11,13,0,1,1,2
1928,1,2.0,0,15,0,8,0.9,132,3,0,1206,1692,3829,5,15,3,0,1,0,3
1869,0,0.9,0,7,1,37,0.6,95,4,8,1191,1295,2059,11,15,17,1,0,1,2
919,0,1.7,1,6,1,39,0.7,190,6,1,1817,771,381,10,11,18,0,0,1,1
1705,1,2.5,1,10,1,17,0.5,183,6,13,37,1943,3295,10,1,6,1,0,1,2
1482,0,1.3,1,2,1,53,0.5,152,7,12,1698,1707,2352,6,13,13,1,1,0,2
1324,0,1.3,1,16,0,16,0.9,186,6,15,470,1760,3927,7,10,16,1,0,0,2
1524,0,0.5,1,13,0,47,0.2,113,7,1,451,1964,1101,8,8,7,1,1,0,1
1066,0,0.9,1,5,1,24,0.5,106,2,3,1513,1480,2052,7,6,14,0,0,1,2
870,1,2.7,0,7,0,13,0.4,92,7,11,1165,621,434,6,11,12,1,1,0,1
1435,1,1.6,0,4,1,30,0.5,179,7,15,1012,1940,1860,7,16,18,1,0,0,2
1160,0,3.0,1,7,1,45,0.5,106,5,9,1783,1898,2158,18,8,10,1,1,0,2
1954,0,1.5,1,1,0,49,0.6,152,2,2,102,1849,748,10,5,17,1,1,1,1
1468,0,2.3,1,14,0,16,0.2,148,6,3,1734,649,3760,13,11,18,1,1,0,3
1832,1,1.2,1,11,1,30,0.6,194,1,5,1735,1206,2875,8,9,19,1,1,0,3
1660,1,1.4,1,16,0,46,0.3,165,3,4,41,1494,2605,10,8,14,0,0,0,1
701,1,1.0,0,0,1,44,0.3,110,3,17,946,652,1219,5,11,12,0,1,1,1
1959,1,1.4,0,14,0,63,0.2,82,5,2,1170,1540,3293,16,0,14,0,0,0,3
812,0,1.9,1,13,0,50,0.8,109,1,9,65,1050,1448,10,1,14,1,0,0,0
616,0,3.0,0,19,0,22,0.5,100,4,10,942,1344,3280,16,0,13,1,1,1,1
1436,0,2.2,1,15,0,16,0.7,178,7,18,192,1871,2242,7,15,15,1,1,0,1
1074,1,1.0,1,8,0,15,0.8,85,2,13,1321,1982,524,13,15,14,0,0,0,1
743,0,0.6,1,0,1,43,0.7,171,4,10,1061,1725,1643,8,17,10,1,0,0,1
1036,1,0.8,0,16,0,45,0.5,111,1,3,501,1946,879,11,17,15,1,0,0,0
574,1,1.9,0,12,0,17,0.4,121,5,5,1676,779,2403,8,12,2,0,0,1,2
885,0,2.4,1,4,1,16,0.4,180,1,16,1641,921,2518,15,11,10,1,0,1,2
1733,0,2.9,0,9,1,43,0.7,141,5,18,1451,1492,2928,10,8,5,0,0,1,3
974,0,0.5,0,5,1,5,0.5,168,4,12,663,1988,2400,18,4,13,1,0,0,1
917,1,1.8,1,18,0,28,0.9,111,4,9,351,1303,1074,11,8,15,1,1,0,0
846,1,1.7,0,12,0,24,0.9,178,1,10,1949,854,2933,6,12,10,1,0,0,2
1139,0,2.1,0,0,1,30,0.3,165,1,5,325,877,803,14,15,4,0,0,0,0
1438,0,1.9,1,19,1,42,0.2,167,7,1,1061,1647,592,10,9,7,1,1,1,1
1454,1,2.2,1,14,1,54,0.7,118,3,0,1120,579,614,12,15,4,0,0,0,1
1375,0,2.1,0,13,1,53,0.4,143,5,10,107,1487,3617,17,13,2,1,0,1,2
1262,1,0.8,1,7,0,10,0.1,197,3,15,630,732,1675,17,1,4,0,1,0,1
1702,1,2.5,0,9,0,54,0.9,109,2,2,150,653,2180,16,10,15,1,0,0,1
1705,0,0.8,1,8,0,58,0.3,142,2,4,1097,1406,1071,10,10,3,0,0,1,2
1163,0,2.2,1,16,0,57,0.9,193,1,14,1080,1932,615,6,13,13,0,1,0,1
524,0,1.5,1,8,0,53,0.7,175,4,14,877,1554,3318,8,14,11,1,1,0,1
1703,0,1.8,1,2,1,44,0.8,110,2,3,334,870,602,5,6,14,0,0,0,1
1209,1,2.8,0,10,0,44,0.3,166,2,3,1275,822,1403,11,14,5,0,1,0,1
1684,1,2.7,1,11,1,8,0.3,119,3,7,1942,831,807,12,7,2,0,1,1,2
676,1,2.5,1,9,1,54,0.6,112,3,6,803,742,3980,14,3,12,1,0,0,2
784,0,1.8,1,16,1,43,0.3,142,7,16,1848,929,2841,6,17,17,0,1,1,2
562,1,2.3,0,16,0,5,0.4,104,7,14,766,1705,2957,14,13,13,1,1,1,1
1502,0,1.8,0,10,1,6,0.4,115,2,4,1277,1308,2143,9,17,4,0,0,0,2
1161,0,2.7,1,3,0,6,0.2,103,1,12,1408,1996,2186,15,3,19,0,0,0,2
1165,0,1.5,1,6,1,12,0.3,174,3,3,1479,875,677,12,1,18,0,1,1,1
655,0,2.9,1,13,0,42,0.8,137,2,16,258,580,591,15,5,6,0,1,1,0
1992,0,2.8,1,6,1,29,0.3,118,4,16,781,919,1782,12,10,17,1,0,0,2
1572,0,2.4,1,7,0,17,0.1,125,3,13,1488,966,312,9,0,15,1,0,0,1
1466,1,1.2,1,0,1,42,0.7,156,2,13,33,1951,1941,12,14,7,0,1,1,1
1348,0,0.8,0,3,1,55,1.0,89,7,16,1518,1580,3320,18,11,4,1,0,0,3
1607,1,2.6,1,11,1,31,0.4,166,5,7,325,1845,3215,10,17,7,1,0,0,2
1884,1,0.9,1,2,1,5,0.2,161,3,1,836,1789,3020,9,4,13,0,1,1,2
1188,0,2.6,1,12,0,3,0.6,111,5,12,1261,1750,3403,17,10,12,0,1,0,2
647,0,1.7,1,19,0,47,0.9,176,3,15,690,1328,3793,18,0,8,0,0,1,1
841,0,1.5,1,5,0,4,0.8,115,3,15,1639,1303,2588,15,16,2,0,0,0,2
975,1,2.8,1,10,1,51,0.7,107,7,5,1564,1577,977,8,7,17,0,1,1,1
1586,0,2.0,0,3,1,22,0.4,95,6,3,738,1477,641,9,15,17,0,0,1,1
1883,1,1.9,0,19,1,7,0.6,95,6,2,1489,503,1205,16,10,18,1,1,1,2
1060,0,1.9,0,15,1,44,0.2,97,5,5,743,1962,3073,8,10,16,0,0,1,2
826,0,1.4,0,6,1,54,0.7,87,1,3,1327,1833,3586,5,14,10,0,0,1,2
1664,1,2.5,0,10,1,19,0.8,185,2,17,1885,1102,1756,7,7,6,0,0,0,2
1489,1,1.1,0,0,0,45,1.0,159,1,5,846,1612,1975,12,13,9,1,1,0,2
714,0,2.8,1,6,0,6,0.3,198,1,4,116,819,3143,11,0,2,0,1,1,1
934,1,2.7,1,11,0,10,0.1,199,6,8,1230,1898,2314,16,9,8,1,0,1,2
1451,1,1.3,1,6,0,21,0.6,154,2,10,1935,1000,3275,11,6,12,1,0,1,3
1222,1,2.3,1,6,0,29,0.7,149,6,5,1720,1757,2975,15,17,14,1,1,1,2
1841,1,1.9,1,9,0,27,0.8,80,6,15,1504,1860,515,7,11,14,0,1,1,2
531,1,1.3,1,15,0,19,0.3,141,7,18,649,1070,648,13,1,8,1,0,0,0
1169,0,3.0,0,7,0,20,0.3,155,6,10,402,684,855,10,17,12,0,1,1,0
784,0,0.6,1,8,1,4,0.6,117,4,14,996,1961,3696,12,6,19,0,1,0,2
1828,1,1.1,0,8,1,10,0.4,171,1,8,1858,1055,3511,12,11,2,0,0,1,3
928,0,1.8,0,1,1,37,0.9,124,7,18,1699,1703,1295,7,13,13,0,0,1,1
785,0,1.8,1,12,1,32,0.5,137,7,18,1923,1599,1011,8,9,4,1,1,0,1
1667,1,2.0,1,12,1,50,0.8,160,1,8,1610,1392,3833,18,8,2,0,1,1,3
1947,0,2.4,1,3,1,18,0.6,80,7,3,232,1795,3413,10,14,5,1,0,1,2
1542,1,2.1,1,11,1,56,0.8,111,1,9,928,554,3014,6,9,7,1,1,0,2
517,1,2.0,1,16,0,24,0.4,87,4,8,1307,1362,3337,16,11,6,0,0,0,2
1268,0,0.6,1,1,0,35,0.8,197,3,18,479,576,732,16,11,12,0,0,1,1
1089,1,1.4,1,12,1,42,0.3,119,7,14,1912,795,1443,15,8,14,1,1,0,2
1894,1,1.1,0,17,0,42,0.6,135,5,18,1790,1742,2327,16,3,12,1,0,1,3
1698,1,1.2,1,14,0,6,0.3,142,5,1,975,1800,1855,11,0,7,0,0,0,2
1509,1,1.9,1,7,0,16,0.5,186,4,9,8,1245,2615,6,15,16,0,0,1,1
693,1,1.0,0,14,0,48,0.4,189,1,18,714,1789,3565,15,0,14,0,0,0,1
1001,0,1.2,1,0,0,4,0.3,167,5,16,1925,1399,2765,9,12,11,1,0,1,2
1487,0,1.1,1,19,1,20,1.0,153,4,19,378,542,3789,16,2,2,0,1,0,2
1636,1,2.9,0,9,0,29,0.2,190,6,1,1840,1884,1517,8,11,14,0,0,0,2
613,1,2.9,1,11,1,4,0.8,182,2,18,1626,1751,2325,13,8,7,0,0,1,2
1745,0,2.0,1,4,1,39,1.0,182,5,16,380,726,2483,17,3,13,0,0,1,2
1446,1,2.8,1,8,1,5,0.1,153,2,17,843,1586,2097,17,1,18,1,1,1,2
1330,0,2.5,1,7,0,25,0.7,115,1,16,1685,670,1838,6,8,19,1,0,0,2
1787,1,2.0,1,15,1,32,0.3,168,5,1,359,1462,3094,11,12,9,0,0,1,2
1424,1,0.5,1,13,1,46,0.1,193,4,18,175,1261,2015,17,13,15,1,0,1,1
554,1,2.4,0,12,1,60,0.5,136,3,0,484,1349,985,11,2,6,0,0,0,0
1299,1,2.3,1,12,1,46,0.9,153,5,10,1428,806,3826,11,17,3,1,1,0,3
1277,1,2.0,1,4,0,60,0.1,162,5,9,32,1067,1754,5,8,12,1,1,1,1
1981,1,2.4,0,15,1,12,0.6,189,5,4,1488,1491,1004,12,14,4,0,0,1,2
661,1,1.8,0,10,1,38,0.6,124,5,15,695,533,971,6,9,17,0,1,0,0
1903,0,2.3,1,4,1,2,0.9,158,4,4,156,1326,2642,9,16,17,0,1,0,2
586,0,2.8,0,12,1,10,0.2,159,4,11,564,629,786,6,12,10,0,1,1,0
554,0,1.4,1,10,0,18,0.7,81,3,3,1831,1917,947,17,0,14,1,0,0,1
1999,1,2.3,1,18,1,55,0.7,172,4,5,201,1674,2465,9,10,11,0,0,0,2
1701,1,1.7,0,2,1,2,0.7,147,4,18,1809,1154,3388,11,4,18,0,0,1,3
1914,1,2.2,1,14,1,4,0.9,196,1,8,1198,1129,1364,10,8,18,0,0,1,2
1872,1,2.4,1,6,1,48,0.8,129,7,11,1267,1907,1826,17,6,11,0,0,1,2
1531,1,0.6,0,6,1,27,0.1,108,1,14,1292,1540,745,16,6,9,0,0,0,1
1332,1,2.1,0,5,1,54,0.5,174,7,15,922,1093,260,9,1,8,0,1,1,1
812,1,1.1,0,2,0,32,0.5,160,2,12,1469,1537,331,8,17,15,1,1,0,1
1258,0,2.2,0,12,1,27,0.4,89,3,6,73,580,1532,12,9,19,0,1,0,1
942,1,1.7,1,6,0,24,0.5,106,7,19,95,1730,2310,15,4,19,1,1,0,1
827,0,2.4,0,4,0,31,0.4,196,1,3,1896,703,2984,18,15,15,0,1,0,2
1577,0,0.8,0,17,1,11,0.5,184,3,10,172,1902,3969,12,4,11,1,0,1,2
1260,1,2.1,0,7,0,9,1.0,94,3,7,1922,522,728,5,14,2,1,0,0,2
1762,1,1.2,0,16,1,45,0.2,139,5,5,1429,1113,3465,14,15,10,1,1,1,3
1752,0,2.6,0,19,0,26,0.9,187,6,9,154,1685,1637,6,3,19,0,0,0,1
1078,0,2.8,1,0,1,23,0.5,110,6,6,1206,643,3115,7,13,14,1,0,0,2
1574,1,3.0,0,13,0,16,0.7,100,6,6,1346,603,1093,17,16,18,0,0,1,2
1506,1,2.5,1,16,0,60,0.8,139,3,3,288,1905,858,5,16,17,1,0,1,1
1787,0,2.4,0,9,1,42,0.4,137,5,2,257,1978,1442,15,15,12,0,0,1,1
1941,1,1.0,0,11,0,57,0.5,120,2,6,1610,1940,2621,7,8,10,0,1,1,3
595,1,1.3,0,15,0,58,0.5,125,2,3,173,823,1737,14,1,8,1,1,1,0
1611,1,1.7,0,13,0,11,0.4,124,6,12,329,1694,3580,16,10,2,0,1,1,2
1601,0,2.4,0,15,0,21,0.9,105,2,19,1254,1075,3528,12,14,10,1,0,0,3
1811,0,2.8,0,7,0,42,0.8,181,5,16,758,773,3859,8,2,11,1,0,1,2
1643,0,1.0,0,9,1,48,0.2,130,6,6,1019,951,2020,17,15,17,0,0,0,2
1313,1,2.8,0,16,0,24,0.2,115,7,16,160,1380,1954,17,5,19,1,0,0,1
990,1,2.2,1,17,0,54,0.5,131,7,3,185,624,3492,11,13,15,0,1,1,1
951,0,2.0,0,19,1,54,0.2,160,5,10,1926,1906,487,11,4,12,1,0,0,1
664,0,1.0,1,15,1,2,0.7,130,2,2,142,816,583,15,4,5,0,1,0,0
681,0,0.6,0,16,1,3,0.2,82,6,10,1305,606,2541,9,5,14,0,1,1,1
968,1,1.9,1,15,0,59,0.6,93,7,2,906,1406,1399,16,17,2,0,1,1,1
1409,0,2.1,0,18,0,20,0.1,128,5,11,639,1986,1205,5,17,16,1,1,0,1
1234,0,1.0,0,7,0,63,0.4,156,4,0,1701,929,2142,14,1,16,0,0,1,2
1322,1,1.9,0,5,0,15,0.7,184,7,3,26,1203,3198,8,16,12,0,0,1,1
1443,1,2.6,1,5,1,9,0.5,170,4,13,1269,1860,2922,11,0,6,0,1,0,2
506,1,2.6,1,8,1,39,1.0,80,5,0,1510,1471,2553,18,8,11,0,0,1,2
829,0,2.8,1,3,0,13,0.9,136,5,13,1670,861,1615,9,12,19,0,0,1,2
1274,1,1.4,1,11,0,27,0.4,96,1,12,1920,1295,1563,6,3,8,0,0,1,2
650,1,1.3,0,11,0,28,0.1,191,7,12,201,931,453,18,4,2,0,1,0,0
1608,0,2.4,0,16,0,30,0.9,129,1,14,1044,1174,671,12,17,4,0,1,0,1
646,1,1.6,0,14,1,16,0.9,177,3,16,1614,1358,3035,6,9,2,0,1,1,2
1904,0,0.7,1,8,1,47,0.8,93,7,11,669,1929,1674,15,3,18,1,1,1,2
1414,0,1.2,0,6,0,54,0.2,197,6,13,1117,1513,1193,12,12,16,0,1,1,1
1808,1,1.5,1,9,1,62,1.0,198,3,11,1031,1900,3478,17,12,6,0,1,0,3
1199,1,1.2,1,15,0,2,0.3,138,3,17,471,1675,3592,15,16,17,0,1,0,2
581,1,1.3,1,11,0,61,0.8,160,2,3,1362,1845,1499,6,7,13,1,0,1,1
1013,1,1.2,1,6,1,44,0.9,82,4,13,258,1737,1495,15,3,15,0,1,1,0
1314,1,0.6,1,17,0,29,0.3,177,2,18,54,1075,1594,9,2,4,0,0,0,1
1208,1,2.1,0,14,1,58,0.9,119,6,12,910,1588,1947,8,10,2,1,1,1,1
1245,0,2.0,1,5,0,4,0.4,168,5,17,1571,1392,471,5,11,2,1,0,1,1
1522,0,2.1,1,11,1,52,1.0,145,1,10,1029,769,3662,18,8,11,1,0,0,2
1909,1,1.0,0,10,0,19,0.4,113,6,5,1400,1623,3686,16,14,4,0,0,1,3
1206,0,1.2,1,19,1,53,1.0,169,5,8,553,1628,1905,12,12,14,0,0,1,1
970,1,2.0,1,2,0,61,0.1,174,6,11,1073,1654,1440,14,4,7,0,1,0,1
1642,0,2.0,0,1,0,35,0.7,88,5,18,111,1912,3118,16,4,12,0,1,1,2
895,0,1.8,0,5,1,33,0.6,173,7,13,145,1844,865,7,10,7,1,1,0,0
760,0,1.4,0,4,0,30,0.5,163,1,14,229,937,2814,17,8,4,1,1,0,1
1304,1,2.8,1,17,1,26,0.3,100,5,10,1746,1542,1173,8,2,17,0,1,0,2
1433,0,1.3,0,15,1,61,0.7,172,3,5,496,724,412,8,17,10,1,1,1,1
1779,1,1.6,0,7,0,27,0.3,104,6,13,1329,1489,417,9,12,9,0,1,1,2
1404,0,2.2,0,19,0,40,0.6,181,1,2,1565,959,297,7,11,4,0,1,1,1
1749,0,1.9,1,10,0,9,0.3,123,5,18,460,893,3507,13,8,6,0,1,1,2
1576,0,1.4,0,9,0,20,1.0,104,3,19,806,1749,2606,8,9,15,0,1,0,2
1439,0,1.6,1,11,1,55,0.1,88,3,10,1651,1411,1609,18,12,6,1,1,0,2
1353,0,2.5,1,5,0,48,0.3,182,7,16,1931,1883,1842,14,12,6,1,0,0,2
1887,1,1.2,0,19,0,43,0.3,141,4,16,225,1953,3317,15,8,3,0,0,1,2
1803,1,0.9,1,4,0,23,0.5,187,3,2,58,514,3067,15,9,8,0,0,0,2
1092,0,1.3,1,8,1,30,0.3,105,2,13,1099,1059,1708,8,5,2,1,0,0,1
1213,0,2.6,0,15,0,34,0.5,136,1,6,427,1503,3677,10,6,19,1,0,1,2
1681,0,0.7,1,13,1,39,0.9,116,1,18,727,913,375,12,14,11,0,1,1,1
1131,0,3.0,0,7,0,46,0.7,95,1,2,1155,1878,1354,17,13,7,1,1,0,1
558,1,1.9,1,19,1,47,0.6,116,5,1,931,1980,2293,11,15,8,1,0,1,1
627,0,3.0,1,18,0,36,0.2,155,6,16,497,1498,2977,8,13,13,1,1,1,1
1235,1,2.8,0,13,0,44,0.7,103,5,8,815,1719,2964,8,1,19,0,0,1,2
1220,0,1.6,0,6,1,4,0.2,105,2,5,909,614,378,9,8,12,1,1,0,1
1638,1,1.0,1,4,0,20,0.8,99,6,8,1616,1940,2956,14,2,5,1,1,0,3
1732,0,0.9,1,17,0,11,0.3,88,7,4,1328,1875,3509,9,5,14,1,0,0,3
1025,0,1.1,0,1,0,28,0.5,166,3,1,66,1475,3224,16,4,3,1,0,0,1
1020,1,2.3,1,10,1,16,0.4,182,5,14,229,1598,3317,5,13,10,1,0,0,1
1051,0,1.2,1,7,0,12,0.9,108,6,8,982,535,1044,17,14,9,0,1,0,1
736,0,1.4,1,0,1,48,0.2,110,3,18,332,741,512,12,17,15,1,0,0,0
1804,0,1.6,1,11,1,27,0.6,98,6,9,1928,562,2116,14,16,10,1,1,0,3
1882,1,2.8,0,1,1,60,0.2,99,3,3,276,1165,3060,17,8,14,1,1,1,2
1724,0,1.0,0,17,0,25,0.7,166,6,9,1896,1008,2901,9,8,19,1,1,1,3
1801,0,0.5,0,6,1,14,0.9,186,5,7,1607,687,3910,7,15,7,0,1,0,3
1758,1,0.7,0,16,1,33,0.5,106,5,12,720,1234,1548,7,5,4,0,0,1,1
993,1,2.8,0,13,0,38,0.5,173,2,6,1807,592,3820,8,7,11,0,0,1,3
503,1,2.1,0,6,1,5,0.9,164,7,6,143,504,3507,16,2,11,1,0,0,1
1165,0,1.2,1,2,1,14,0.6,123,7,3,1274,1961,3094,11,4,11,1,0,0,2
941,0,0.9,0,5,0,10,0.5,114,4,14,1819,1689,1428,9,6,10,0,1,0,2
528,0,1.2,1,19,0,58,0.6,192,1,11,690,1969,3845,5,0,13,0,0,1,1
1632,1,0.8,1,1,1,50,0.7,150,5,15,1103,524,1427,18,3,9,0,0,1,2
1109,0,2.9,1,16,0,35,0.2,101,5,5,56,1007,935,16,15,10,0,0,0,0
1304,0,2.5,0,11,0,57,0.8,153,3,8,1389,597,3336,17,13,18,0,0,0,2
574,1,1.7,1,11,0,38,0.5,166,4,2,307,1791,1457,9,0,9,0,1,1,0
1337,1,2.7,0,16,1,49,0.2,94,7,7,173,1161,3099,18,3,19,1,1,0,1
1669,1,1.1,1,9,1,8,0.8,173,5,6,1485,1916,3722,9,9,18,1,1,0,3
627,1,2.3,1,2,0,2,0.4,177,6,3,749,1808,3955,10,10,7,0,1,1,2
541,1,2.6,0,19,1,61,0.2,92,7,12,1003,1183,863,18,6,11,1,0,1,0
1879,0,1.4,1,17,0,59,0.7,83,4,18,677,1632,586,11,3,2,1,1,0,1
540,1,2.4,1,12,0,13,0.9,161,1,6,1619,526,2359,9,0,2,0,0,1,2
1433,0,1.2,1,11,0,22,0.9,135,6,9,1516,554,1486,17,0,10,0,0,1,2
533,0,1.2,1,16,0,12,1.0,102,3,11,559,1656,2408,15,16,4,1,0,0,1
1540,1,0.8,0,3,0,45,0.9,176,2,2,1662,1575,802,18,9,7,1,0,0,2
1676,1,1.6,1,9,1,52,0.1,177,6,11,1704,1280,1048,6,4,8,1,1,0,2
1497,1,2.3,1,10,1,59,0.4,113,7,18,1889,797,2160,18,6,10,0,1,0,2
1901,0,2.9,0,5,1,45,0.8,179,1,14,1397,1922,1634,6,7,6,1,0,0,2
1087,1,2.0,1,5,1,45,0.4,178,6,7,348,1541,1938,17,1,17,0,1,0,1
841,1,2.7,1,8,0,15,0.6,96,4,11,1090,1317,744,8,8,3,0,1,0,1
526,1,2.6,1,14,0,35,0.6,107,4,19,329,1354,2078,5,3,4,1,0,1,0
1810,1,0.9,1,1,1,35,0.4,93,1,5,1875,1058,3920,11,11,4,0,0,0,3
1145,1,1.7,0,3,1,26,0.9,113,7,9,193,1769,1782,17,10,11,0,1,1,1
1230,0,0.8,1,4,0,62,0.6,191,4,1,1178,1002,3377,5,4,4,0,0,0,2
667,0,2.2,0,16,0,5,0.5,154,6,12,1183,1612,3414,7,11,16,1,1,0,2
1109,0,2.9,1,7,0,53,1.0,136,2,6,1719,702,2606,14,3,15,1,0,0,2
767,1,0.8,1,7,1,56,0.5,156,6,7,265,1445,3328,11,12,5,1,0,0,1
1320,1,2.3,1,11,0,27,0.3,176,2,15,167,739,3708,15,0,11,0,0,0,2
954,1,2.1,0,7,0,17,0.6,134,4,10,144,989,905,16,17,12,1,0,0,0
1405,0,2.0,1,18,1,11,0.8,145,6,3,185,1536,903,16,3,12,0,1,1,0
1924,1,1.5,1,2,1,46,0.8,177,4,16,885,1148,1641,10,3,9,1,1,0,2
1421,1,1.4,0,17,1,3,0.8,196,7,15,864,1838,636,11,7,10,0,1,0,1
1480,1,0.6,0,18,0,36,0.7,172,2,18,773,1184,3993,9,5,9,1,1,0,2
1999,0,1.0,0,18,0,20,0.3,116,7,10,1446,1721,2465,12,3,13,1,0,1,3
1201,1,0.5,0,14,1,7,0.9,147,4,6,1006,742,2322,10,3,18,0,0,1,2
1133,0,2.0,1,5,0,20,0.9,155,5,12,785,1006,3277,16,10,16,0,1,0,2
